# Gaussian folded, width=10 cm^-1
# [cm^-1] [(D/Å)^2 amu^-1]
800.000      0.00000e+00      1.00000e+00 
801.000      0.00000e+00      1.00000e+00 
802.000      0.00000e+00      1.00000e+00 
803.000      0.00000e+00      1.00000e+00 
804.000     2.54444e-321      1.00000e+00 
805.000     1.32675e-317      1.00000e+00 
806.000     6.54749e-314      1.00000e+00 
807.000     3.05687e-310      1.00000e+00 
808.000     1.35019e-306      1.00000e+00 
809.000     5.64200e-303      1.00000e+00 
810.000     2.23042e-299      1.00000e+00 
811.000     8.34180e-296      1.00000e+00 
812.000     2.95155e-292      1.00000e+00 
813.000     9.88000e-289      1.00000e+00 
814.000     3.12883e-285      1.00000e+00 
815.000     9.37399e-282      1.00000e+00 
816.000     2.65696e-278      1.00000e+00 
817.000     7.12464e-275      1.00000e+00 
818.000     1.80742e-271      1.00000e+00 
819.000     4.33782e-268      1.00000e+00 
820.000     9.84922e-265      1.00000e+00 
821.000     2.11568e-261      1.00000e+00 
822.000     4.29948e-258      1.00000e+00 
823.000     8.26607e-255      1.00000e+00 
824.000     1.50349e-251      1.00000e+00 
825.000     2.58713e-248      1.00000e+00 
826.000     4.21168e-245      1.00000e+00 
827.000     6.48648e-242      1.00000e+00 
828.000     9.45106e-239      1.00000e+00 
829.000     1.30277e-235      1.00000e+00 
830.000     1.69893e-232      1.00000e+00 
831.000     2.09604e-229      1.00000e+00 
832.000     2.44648e-226      1.00000e+00 
833.000     2.70148e-223      1.00000e+00 
834.000     2.82214e-220      1.00000e+00 
835.000     2.78916e-217      1.00000e+00 
836.000     2.60787e-214      1.00000e+00 
837.000     2.30683e-211      1.00000e+00 
838.000     1.93047e-208      1.00000e+00 
839.000     1.52837e-205      1.00000e+00 
840.000     1.14475e-202      1.00000e+00 
841.000     8.11168e-200      1.00000e+00 
842.000     5.43786e-197      1.00000e+00 
843.000     3.44877e-194      1.00000e+00 
844.000     2.06927e-191      1.00000e+00 
845.000     1.17459e-188      1.00000e+00 
846.000     6.30777e-186      1.00000e+00 
847.000     3.20466e-183      1.00000e+00 
848.000     1.54030e-180      1.00000e+00 
849.000     7.00400e-178      1.00000e+00 
850.000     3.01304e-175      1.00000e+00 
851.000     1.22626e-172      1.00000e+00 
852.000     4.72144e-170      1.00000e+00 
853.000     1.71983e-167      1.00000e+00 
854.000     5.92673e-165      1.00000e+00 
855.000     1.93224e-162      1.00000e+00 
856.000     5.95972e-160      1.00000e+00 
857.000     1.73903e-157      1.00000e+00 
858.000     4.80073e-155      1.00000e+00 
859.000     1.25379e-152      1.00000e+00 
860.000     3.09784e-150      1.00000e+00 
861.000     7.24121e-148      1.00000e+00 
862.000     1.60133e-145      1.00000e+00 
863.000     3.35018e-143      1.00000e+00 
864.000     6.63092e-141      1.00000e+00 
865.000     1.24164e-138      1.00000e+00 
866.000     2.19956e-136      1.00000e+00 
867.000     3.68633e-134      1.00000e+00 
868.000     5.84480e-132      1.00000e+00 
869.000     8.76724e-130      1.00000e+00 
870.000     1.24415e-127      1.00000e+00 
871.000     1.67033e-125      1.00000e+00 
872.000     2.12152e-123      1.00000e+00 
